Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version,Tilt,Azimuth,Anemometer_Height_m
NSRDB,145809,-,-,-,39.73,-105.18,-7,1820,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6,39.73,180,10
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Dew Point,Wind Speed,Relative Humidity,Module_Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,0,30,0,0,0,0,-5,1.8,79.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,1,30,0,0,0,0,-4,1.7000000000000002,80.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,2,30,0,0,0,0,-4,1.5,82.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,3,30,0,0,0,0,-4,1.3,85.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,4,30,0,0,0,0,-4,1.3,85.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,5,30,0,0,0,0,-3,1.4,86.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,6,30,0,0,0,0,-3,1.8,87.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,7,30,0,0,0,0,-3,3,80.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,8,30,65,65,76,1,-3,4.7,76.86,4.417564182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,9,30,503,93,246,2,-2,6.300000000000002,80.37,16.30487954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,10,30,617,109,355,3,-2,7,74.87,21.8231124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,11,30,497,161,385,4,-3,6.800000000000002,70.73,22.46418889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,12,30,0,128,128,4,-4,6.5,61.8,7.645839788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,13,30,0,99,99,3,-5,6,62.93,5.931317676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,14,30,0,24,24,2,-5,5.1000000000000005,64.64,2.762084297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,15,30,0,63,63,0,-6,3.6,67.87,2.2484184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,16,30,0,8,8,-1,-6,2.6,80.7,-0.691294472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,17,30,0,0,0,-2,-7,2.4000000000000004,81.99,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,18,30,0,0,0,-3,-8,2,78.79,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,19,30,0,0,0,-4,-8,1.8,81.85000000000002,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,20,30,0,0,0,-4,-9,1.6,84.68,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,21,30,0,0,0,-5,-9,1.5,80.79,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,22,30,0,0,0,-5,-10,1.5,83.44,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,23,30,0,0,0,-6,-10,1.4,80.23,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,0,30,0,0,0,-6,-11,1.2000000000000002,84.02,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,1,30,0,0,0,-7,-11,1,81.46000000000002,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,2,30,0,0,0,-7,-11,0.6000000000000001,79.3,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,3,30,0,0,0,-7,-12,0.6000000000000001,83.08,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,4,30,0,0,0,-7,-12,0.7000000000000001,80.34,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,5,30,0,0,0,-7,-13,0.8,77.60000000000002,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,6,30,0,0,0,-8,-13,1,75.19,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,7,30,0,0,0,-7,-13,1.4,67.37,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,8,30,0,56,56,-5,-14,2.6,56.5,-2.839061305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
